borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B359,Female,42,Single,Undergraduate degree holder,48000,5004.75012875777,0.1,1
B360,Male,47,Married,Undergraduate degree holder,56000,3625.50010424017,0.05,0
B361,Female,51,Single,Some college (Not a degree holder),54000,4165.09975827327,0.1,0
B362,Female,43,Married,Undergraduate degree holder,52000,4927.73527368952,0.05,0
B363,Male,41,Single,Some college (Not a degree holder),52000,3851.82995519429,0.1,1
B364,Male,43,Married,Some college (Not a degree holder),46000,4055.48341217979,0.1,0
B365,Female,47,Single,Undergraduate degree holder,50000,3232.26733936633,0.1,0
B366,Female,52,Single,Undergraduate degree holder,38000,4770.69190277851,0.1,0
B367,Male,55,Single,Some college (Not a degree holder),37000,3859.0698181525,0.1,1
B368,Female,47,Single,Undergraduate degree holder,57000,3672.56661132448,0.1,0
B369,Female,40,Single,Some college (Not a degree holder),45000,3710.73206058331,0.1,0
B370,Female,32,Married,Non-HS graduate,38000,5054.60406828509,0.1,1
B371,Male,45,Single,Undergraduate degree holder,46000,5465.91535527427,0.05,0
B372,Female,51,Single,Undergraduate degree holder,46000,3859.24140542806,0.05,0
B373,Female,34,Married,Undergraduate degree holder,36000,3708.00100328663,0.05,0
B374,Female,30,Married,HS graduate,40000,5170.14090447872,0.15,1
B375,Male,34,Single,Non-HS graduate,50000,4489.96002374477,0.1,1
B376,Female,42,Married,Undergraduate degree holder,47000,2738.73207873246,0.05,0
B377,Male,45,Single,Undergraduate degree holder,43000,3702.55601296626,0.05,0
B378,Male,53,Single,HS graduate,55000,5265.07683006197,0.1,1
B379,Female,29,Single,Some college (Not a degree holder),35000,2646.16309071104,0.1,0
B380,Male,46,Separated,Undergraduate degree holder,38000,3737.1749769987,0.05,0
B381,Male,41,Single,Undergraduate degree holder,49000,4735.8423670282,0.05,0
B382,Female,40,Married,Undergraduate degree holder,50000,3517.56484668713,0.05,0
B383,Male,29,Single,Undergraduate degree holder,53000,3728.79033706664,0.05,0
B384,Male,34,Married,Undergraduate degree holder,40000,3623.18505408728,0.05,1
B385,Female,41,Single,Some college (Not a degree holder),47000,4535.12462801002,0.1,1
B386,Male,52,Single,Undergraduate degree holder,39000,4382.08607388144,0.05,0
B387,Female,34,Single,Undergraduate degree holder,57000,3542.73852705029,0.05,0
B388,Male,37,Single,Undergraduate degree holder,46000,3280.22983254389,0.05,0
B389,Female,42,Single,Undergraduate degree holder,54000,4461.25992452557,0.05,0
B390,Male,44,Widowed,Undergraduate degree holder,54000,3812.64900541975,0.05,0
B391,Female,40,Single,Some college (Not a degree holder),45000,3848.007125587,0.1,1
B392,Male,33,Married,Undergraduate degree holder,50000,4574.48981869727,0.1,1
B393,Female,47,Single,Undergraduate degree holder,46000,3962.12137265189,0.1,0
B394,Male,48,Married,HS graduate,48000,4185.92712618202,0.1,0
B395,Male,53,Single,Undergraduate degree holder,49000,4480.73247047857,0.1,0
B396,Male,43,Separated,Undergraduate degree holder,47000,3882.55702015817,0.05,0
B397,Female,35,Married,Some college (Not a degree holder),63000,4329.19668737105,0.1,0
B398,Female,38,Married,Undergraduate degree holder,55000,4020.10484764688,0.05,0
B399,Female,42,Single,Undergraduate degree holder,52000,4264.98211861236,0.05,0
B400,Female,41,Married,Undergraduate degree holder,49000,3497.38238678911,0.05,0
B401,Female,42,Single,Undergraduate degree holder,50000,4104.66846545105,0.05,0
B402,Male,42,Single,Some college (Not a degree holder),44000,3360.31101453631,0.1,0
B403,Female,30,Divorced,Some college (Not a degree holder),50000,3709.842305645,0.1,0
B404,Male,32,Single,Some college (Not a degree holder),50000,4232.02090459199,0.1,0
B405,Female,30,Married,Some college (Not a degree holder),54000,3674.06031277098,0.1,0
B406,Male,40,Married,Undergraduate degree holder,46000,4350.32381445617,0.05,1
B407,Male,52,Single,Undergraduate degree holder,43000,3840.03190089734,0.05,0
B408,Male,46,Married,Some college (Not a degree holder),51000,3836.55004988347,0.1,1
B409,Male,40,Married,Undergraduate degree holder,35000,5154.02698975526,0.1,1
B410,Female,45,Married,HS graduate,51000,4511.69734867931,0.1,0
B411,Female,38,Single,Some college (Not a degree holder),57000,5003.1965939473,0.1,0
B412,Female,46,Married,Undergraduate degree holder,47000,4170.18776105627,0.05,0
B413,Female,30,Single,Undergraduate degree holder,42000,4948.49714271311,0.1,0
B414,Female,53,Married,Undergraduate degree holder,57000,4198.7557063179,0.05,0
B415,Female,47,Married,HS graduate,52000,4471.92616219486,0.1,0
B416,Male,45,Married,Undergraduate degree holder,53000,4133.42388019535,0.05,0
B417,Male,44,Married,Undergraduate degree holder,52000,4050.11271623749,0.05,0
B418,Male,39,Single,HS graduate,41000,2857.35442767293,0.1,1
B419,Male,42,Single,Undergraduate degree holder,54000,3693.15440851501,0.05,0
B420,Female,50,Single,Graduate degree holder,50000,4158.65263025952,0.05,0
B421,Female,37,Married,Graduate degree holder,55000,3971.90942070339,0.05,0
B422,Female,54,Single,Non-HS graduate,44000,4680.78677946203,0.15,1
B423,Male,37,Divorced,Undergraduate degree holder,54000,4475.18624745062,0.05,0
B424,Female,41,Married,Undergraduate degree holder,54000,4279.8419283689,0.05,0
B425,Female,41,Single,Undergraduate degree holder,58000,3729.02802874794,0.05,0
B426,Male,43,Single,Some college (Not a degree holder),48000,3461.75544960456,0.1,0
B427,Female,31,Married,Graduate degree holder,53000,4456.98030730414,0.05,0
B428,Male,30,Single,Non-HS graduate,50000,4014.68001998468,0.15,1
B429,Male,46,Single,Undergraduate degree holder,58000,3826.06372527022,0.1,1
B430,Female,32,Married,Undergraduate degree holder,46000,5390.97238894302,0.05,1
B431,Female,47,Single,Undergraduate degree holder,54000,3280.40142132585,0.05,0
B432,Female,44,Single,Undergraduate degree holder,52000,5312.48910528667,0.1,0
B433,Female,39,Separated,Undergraduate degree holder,48000,3635.50803523362,0.1,1
B434,Female,39,Single,Undergraduate degree holder,54000,3879.56920095719,0.1,0
B435,Male,53,Single,HS graduate,50000,5544.73138297051,0.1,1
B436,Male,34,Separated,Undergraduate degree holder,47000,3570.06191862597,0.05,0
B437,Female,40,Single,Undergraduate degree holder,50000,3833.69399625381,0.05,0
B438,Female,50,Single,Graduate degree holder,47000,3986.24724915008,0.05,0
B439,Male,44,Married,Some college (Not a degree holder),50000,4161.22981466943,0.1,0
B440,Male,48,Single,Some college (Not a degree holder),53000,3542.80256725804,0.1,0
B441,Male,53,Single,Undergraduate degree holder,53000,3935.60347961764,0.05,0
B442,Female,49,Single,Undergraduate degree holder,51000,4193.28677478178,0.05,0
B443,Male,40,Single,Undergraduate degree holder,53000,3267.94809563812,0.05,0
B444,Female,50,Single,Undergraduate degree holder,53000,4553.02418303833,0.1,0
B445,Female,44,Married,Non-HS graduate,53000,2782.67800582574,0.15,1
B446,Female,42,Separated,Some college (Not a degree holder),50000,3942.4396461164,0.1,0
B447,Female,27,Single,Non-HS graduate,45000,4101.56078445698,0.15,1
B448,Female,37,Single,Undergraduate degree holder,51000,3658.97606811807,0.1,0
B449,Female,35,Divorced,Undergraduate degree holder,41000,4862.7246976826,0.05,1
B450,Male,45,Single,Undergraduate degree holder,49000,3619.52311437478,0.05,0
B451,Male,35,Married,Undergraduate degree holder,48000,3559.68405730104,0.05,0
B452,Female,37,Single,HS graduate,46000,3833.83473557684,0.1,0
B453,Female,52,Widowed,Undergraduate degree holder,39000,5031.4724710448,0.1,1
B454,Female,54,Single,Undergraduate degree holder,52000,4686.30415981529,0.05,0
B455,Female,43,Single,Some college (Not a degree holder),41000,3834.01889199621,0.1,1
B456,Female,34,Single,Undergraduate degree holder,56000,3921.99970612545,0.05,0
B457,Male,40,Single,Undergraduate degree holder,53000,4489.10905763553,0.05,0
B458,Female,40,Separated,Undergraduate degree holder,39000,3416.6551078048,0.05,0
B459,Female,44,Single,Some college (Not a degree holder),49000,4222.34926297015,0.1,0
B460,Male,42,Single,Some college (Not a degree holder),42000,4855.34838994399,0.1,0
B461,Female,37,Married,Undergraduate degree holder,57000,4799.11737096636,0.05,0
B462,Female,31,Single,Undergraduate degree holder,56000,2581.69936593187,0.05,0
B463,Female,31,Married,Undergraduate degree holder,48000,4246.58787389242,0.05,0
B464,Male,44,Single,HS graduate,51000,3595.26264812546,0.1,0
B465,Female,39,Single,Undergraduate degree holder,53000,3432.63780486021,0.05,0
B466,Female,40,Married,Undergraduate degree holder,52000,3443.93692812798,0.1,1
B467,Male,42,Single,Undergraduate degree holder,50000,4122.00154163626,0.05,0
B468,Male,39,Single,Some college (Not a degree holder),51000,4191.58630525293,0.1,0
B469,Female,42,Divorced,Undergraduate degree holder,38000,3533.43209970776,0.1,0
B470,Female,40,Married,Undergraduate degree holder,49000,3852.2947946211,0.05,0
B471,Female,37,Single,Undergraduate degree holder,47000,4188.90343947327,0.05,0
B472,Female,51,Married,Undergraduate degree holder,48000,4653.1468504933,0.05,0
B473,Female,56,Widowed,Undergraduate degree holder,47000,4385.34360001286,0.1,0
B474,Male,40,Single,Undergraduate degree holder,50000,3722.03093480431,0.05,0
B475,Female,36,Single,Undergraduate degree holder,53000,4176.03797795485,0.05,0
B476,Male,42,Single,Some college (Not a degree holder),38000,3857.46788649963,0.1,0
B477,Female,47,Single,HS graduate,44000,3606.85126102161,0.1,0
B478,Female,48,Single,Some college (Not a degree holder),53000,4024.53363370188,0.1,0
B479,Male,37,Separated,Undergraduate degree holder,50000,3705.34738814193,0.05,0
B480,Female,39,Single,Undergraduate degree holder,48000,3472.97113158192,0.05,0
B481,Male,31,Single,Undergraduate degree holder,53000,3853.3023432321,0.1,1
B482,Female,37,Single,Undergraduate degree holder,56000,3875.80969911958,0.05,0
B483,Female,35,Single,Graduate degree holder,48000,5427.76466808096,0.05,1
B484,Female,35,Single,Undergraduate degree holder,44000,3477.21551391378,0.05,1
B485,Female,32,Single,Undergraduate degree holder,49000,3298.76298538753,0.05,1
B486,Female,32,Single,Undergraduate degree holder,51000,3638.59550523642,0.05,0
B487,Female,47,Married,Undergraduate degree holder,45000,4651.24797325591,0.05,1
B488,Female,61,Married,HS graduate,41000,4273.66622019927,0.1,0
B489,Male,48,Married,Undergraduate degree holder,54000,4600.77597565109,0.05,0
B490,Male,48,Single,Graduate degree holder,51000,4441.71834747718,0.05,1
B491,Male,38,Separated,Undergraduate degree holder,42000,3630.93456922929,0.05,1
B492,Female,47,Single,Undergraduate degree holder,45000,4664.23017719948,0.05,0
B493,Female,44,Single,Some college (Not a degree holder),53000,4683.62553394612,0.1,0
B494,Male,37,Married,HS graduate,46000,3923.06614647818,0.1,0
B495,Female,39,Single,Undergraduate degree holder,59000,3273.43972007991,0.1,1
B496,Female,32,Single,Undergraduate degree holder,48000,4232.19497523487,0.05,0
B497,Male,42,Single,Undergraduate degree holder,47000,3765.03455583768,0.05,1
B498,Male,42,Single,Graduate degree holder,58000,4237.68236284775,0.05,0
B499,Male,39,Single,Undergraduate degree holder,40000,3467.72097228585,0.1,1
B500,Female,36,Single,Undergraduate degree holder,42000,4407.91209073353,0.05,0
B501,Female,43,Married,Undergraduate degree holder,49000,3877.67988970373,0.1,0
B502,Female,56,Single,Undergraduate degree holder,43000,4315.25224691151,0.05,0
B503,Female,35,Single,Some college (Not a degree holder),55000,4032.87811722727,0.1,0
B504,Male,39,Married,Undergraduate degree holder,47000,4061.73182123863,0.05,0
B505,Female,37,Single,HS graduate,54000,3918.11316371143,0.1,0
B506,Female,36,Single,Some college (Not a degree holder),55000,4589.68955308571,0.1,1
B507,Male,46,Single,Undergraduate degree holder,57000,4329.7539740428,0.05,0
B508,Female,45,Single,Undergraduate degree holder,40000,4068.26819155188,0.05,0
B509,Female,28,Single,Undergraduate degree holder,36000,3486.44423048394,0.05,0
B510,Male,39,Married,HS graduate,49000,3993.79679895048,0.1,0
B511,Female,37,Separated,Non-HS graduate,56000,4267.27465279064,0.15,0
B512,Female,33,Separated,Undergraduate degree holder,40000,3414.88823481863,0.05,0
B513,Male,33,Single,Undergraduate degree holder,52000,3541.04863269527,0.05,0
B514,Female,41,Married,Undergraduate degree holder,48000,3968.60148894763,0.05,0
B515,Male,43,Single,Some college (Not a degree holder),50000,4665.52017329705,0.1,0
B516,Male,48,Single,Undergraduate degree holder,47000,5193.80247231129,0.05,1
B517,Female,39,Single,Undergraduate degree holder,42000,3837.02975163484,0.1,1
B518,Female,34,Widowed,Undergraduate degree holder,47000,3209.00661395052,0.05,0
B519,Male,46,Divorced,Graduate degree holder,52000,3133.468359539,0.05,0
B520,Female,42,Single,Undergraduate degree holder,48000,3862.38939180058,0.05,0
B521,Male,48,Married,Undergraduate degree holder,50000,3582.9594822677,0.05,0
B522,Female,45,Married,Some college (Not a degree holder),52000,3468.42540706076,0.1,0
B523,Female,29,Single,Undergraduate degree holder,51000,3261.06312632209,0.1,1
B524,Female,30,Married,Undergraduate degree holder,49000,3377.42882927027,0.05,0
B525,Male,40,Single,Undergraduate degree holder,47000,4827.48365080946,0.05,0
B526,Female,37,Single,Undergraduate degree holder,42000,4114.18260608397,0.05,0
B527,Male,40,Single,HS graduate,50000,4936.92567844974,0.1,1
B528,Female,51,Widowed,Undergraduate degree holder,43000,4468.52892275651,0.05,1
B529,Female,55,Single,Undergraduate degree holder,48000,3658.77270124404,0.05,0
B530,Male,38,Single,Undergraduate degree holder,46000,4565.81463873345,0.05,1
B531,Male,40,Single,Some college (Not a degree holder),49000,3100.036347449,0.1,0
B532,Female,36,Married,Some college (Not a degree holder),48000,4523.72920317918,0.1,0
B533,Female,44,Single,Non-HS graduate,58000,4254.07945224305,0.15,0
B534,Male,43,Single,HS graduate,62000,3410.559418062,0.15,0
B535,Male,52,Married,HS graduate,47000,4065.1459850937,0.1,0
B536,Male,46,Single,Some college (Not a degree holder),49000,3671.33521525714,0.1,0
B537,Male,31,Single,Undergraduate degree holder,47000,4323.16962785529,0.05,0
B538,Male,46,Single,HS graduate,48000,3951.34586237313,0.1,0
B539,Male,37,Single,Graduate degree holder,41000,3837.78542310213,0.05,0
B540,Male,37,Single,Undergraduate degree holder,53000,4139.07008081384,0.05,0
B541,Male,37,Single,Undergraduate degree holder,51000,3922.41941030829,0.05,0
B542,Male,49,Single,Undergraduate degree holder,53000,4718.28771256526,0.05,0
B543,Male,46,Married,Undergraduate degree holder,42000,4081.96368058691,0.05,0
B544,Male,39,Single,Undergraduate degree holder,46000,4882.79562610645,0.05,1
B545,Female,38,Single,Non-HS graduate,50000,4254.11143699654,0.15,0
B546,Male,43,Single,Some college (Not a degree holder),54000,3040.46425876265,0.1,1
B547,Female,27,Single,Undergraduate degree holder,40000,4890.53359729541,0.05,1
B548,Female,45,Single,Undergraduate degree holder,56000,3931.79818411604,0.1,1
B549,Female,43,Single,Undergraduate degree holder,46000,5722.64912244205,0.1,1
B550,Male,36,Single,Undergraduate degree holder,45000,4012.01212807693,0.05,0
B551,Female,44,Single,Undergraduate degree holder,48000,4238.29038184341,0.05,0
B552,Male,48,Single,Undergraduate degree holder,58000,3806.68491898301,0.05,0
B553,Female,51,Single,Undergraduate degree holder,53000,3563.77348416868,0.05,0
B554,Female,47,Single,Non-HS graduate,47000,3537.19878146992,0.1,1
B555,Female,38,Married,Undergraduate degree holder,47000,3741.80501726136,0.05,0
B556,Female,47,Single,HS graduate,44000,3853.30574519763,0.1,0
B557,Male,35,Single,HS graduate,47000,2892.02032743029,0.1,0
B558,Female,35,Single,Undergraduate degree holder,49000,3810.84057938013,0.05,0
B559,Male,32,Married,Undergraduate degree holder,41000,3937.5317828715,0.1,0
B560,Female,43,Single,Undergraduate degree holder,52000,4069.35981525078,0.05,0
B561,Female,48,Married,Undergraduate degree holder,50000,4236.58553794159,0.1,0
B562,Male,39,Single,Undergraduate degree holder,45000,4220.44034819521,0.05,1
B563,Male,35,Married,Undergraduate degree holder,50000,4206.18964097756,0.05,0
B564,Male,41,Single,Some college (Not a degree holder),58000,3922.79877831229,0.1,0
B565,Male,41,Single,HS graduate,52000,4008.23543785853,0.1,0
B566,Female,44,Married,Undergraduate degree holder,44000,3707.27397303139,0.1,0
B567,Female,36,Single,Undergraduate degree holder,41000,4243.29491840036,0.05,0
B568,Female,39,Single,Undergraduate degree holder,52000,4583.92274003554,0.05,0
B569,Male,36,Widowed,Undergraduate degree holder,44000,5000.62652471569,0.05,0
B570,Male,38,Separated,Graduate degree holder,43000,4400.72029192225,0.05,0
